,Ligand,Ar_X,Solvent,Base,Boronate,Yield,Product,rxn_SMILES
2302,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,IC1=CC=C2N=CC=CC2=C1,CO,O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,39.88999938964844,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.O.Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2303,Cc1ccccc1,IC1=CC=C2N=CC=CC2=C1,CO,O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,25.829999923706055,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.O.Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.Cc1ccccc1.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2304,CC(C)(C)P(C(C)(C)C)C(C)(C)C,BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,54.09000015258789,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2305,c1ccc(cc1)P(c2ccccc2)c3ccccc3,BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,89.88999938964844,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.c1ccc(cc1)P(c2ccccc2)c3ccccc3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2306,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,88.2300033569336,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2307,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,71.73999786376953,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2308,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,75.73999786376953,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.Cc1ccccc1P(c2ccccc2C)c3ccccc3C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2309,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,87.88999938964844,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2310,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,85.63999938964844,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2311,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,71.3499984741211,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe].[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2312,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,73.20999908447266,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2313,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,67.26000213623047,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2].[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2314,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,38.040000915527344,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2315,Cc1ccccc1,BrC1=CC=C2N=CC=CC2=C1,CC#N,[OH-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,29.0,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.Cc1ccccc1.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2316,CC(C)(C)P(C(C)(C)C)C(C)(C)C,BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,60.9900016784668,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2317,c1ccc(cc1)P(c2ccccc2)c3ccccc3,BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,68.2300033569336,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.c1ccc(cc1)P(c2ccccc2)c3ccccc3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2318,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,66.88999938964844,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2319,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,70.13999938964844,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2320,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,59.040000915527344,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.Cc1ccccc1P(c2ccccc2C)c3ccccc3C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2321,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,56.68000030517578,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2322,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,73.5,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2323,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,70.91000366210938,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe].[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2324,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,60.470001220703125,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2325,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,51.13999938964844,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2].[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2326,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,0.0,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2327,Cc1ccccc1,BrC1=CC=C2N=CC=CC2=C1,CC#N,C(=O)(O)[O-].[Na+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,10.020000457763672,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.Cc1ccccc1.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2328,CC(C)(C)P(C(C)(C)C)C(C)(C)C,BrC1=CC=C2N=CC=CC2=C1,CC#N,[F-].[Cs+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,0.0,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2329,c1ccc(cc1)P(c2ccccc2)c3ccccc3,BrC1=CC=C2N=CC=CC2=C1,CC#N,[F-].[Cs+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,53.5099983215332,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.c1ccc(cc1)P(c2ccccc2)c3ccccc3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2330,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,BrC1=CC=C2N=CC=CC2=C1,CC#N,[F-].[Cs+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,68.33000183105469,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2331,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,BrC1=CC=C2N=CC=CC2=C1,CC#N,[F-].[Cs+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,72.87000274658203,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2332,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,BrC1=CC=C2N=CC=CC2=C1,CC#N,[F-].[Cs+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,70.12999725341797,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.Cc1ccccc1P(c2ccccc2C)c3ccccc3C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2333,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,BrC1=CC=C2N=CC=CC2=C1,CC#N,[F-].[Cs+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,57.5,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2334,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,BrC1=CC=C2N=CC=CC2=C1,CC#N,[F-].[Cs+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,73.4000015258789,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2335,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],BrC1=CC=C2N=CC=CC2=C1,CC#N,[F-].[Cs+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,60.54999923706055,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe].[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2336,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,BrC1=CC=C2N=CC=CC2=C1,CC#N,[F-].[Cs+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,58.38999938964844,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
2337,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],BrC1=CC=C2N=CC=CC2=C1,CC#N,[F-].[Cs+],Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,36.7400016784668,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,BrC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2].[Pd].[O-]C(=O)C.[O-]C(=O)C.CC#N>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
