entry,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,Yield,Substrate,Ar_X,Catalyst,Product,rxn_SMILES
797,O=C([O-])C.[K+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCC#N,0.153,120.0,78.6,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
798,O=C([O-])C(C)(C)C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCC#N,0.153,120.0,58.48,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
799,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CCCC#N,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
800,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CCCC#N,0.153,120.0,9.61,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
801,O=C([O-])C(C)(C)C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCC#N,0.153,120.0,2.77,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
802,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCC#N,0.153,120.0,15.64,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
803,O=C([O-])C(C)(C)C.[K+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCC#N,0.153,120.0,71.43,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
804,O=C([O-])C.[Cs+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCC#N,0.153,120.0,69.03,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
805,O=C([O-])C.[Cs+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CCCC#N,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
806,O=C([O-])C.[Cs+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CCCC#N,0.153,120.0,8.82,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
807,O=C([O-])C.[Cs+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCC#N,0.153,120.0,1.89,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
808,O=C([O-])C.[Cs+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCC#N,0.153,120.0,19.64,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
809,O=C([O-])C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCC#N,0.153,120.0,77.01,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
810,O=C([O-])C(C)(C)C.[Cs+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCC#N,0.153,120.0,53.81,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
811,O=C([O-])C(C)(C)C.[Cs+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CCCC#N,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
812,O=C([O-])C(C)(C)C.[Cs+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CCCC#N,0.153,120.0,7.54,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
813,O=C([O-])C(C)(C)C.[Cs+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCC#N,0.153,120.0,3.33,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
814,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCC#N,0.153,120.0,6.1,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
815,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCC#N,0.153,120.0,78.44,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
816,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCCOC(C)=O,0.153,120.0,18.26,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
817,O=C([O-])C.[K+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CCCCOC(C)=O,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
818,O=C([O-])C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CCCCOC(C)=O,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
819,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCCOC(C)=O,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
820,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCCOC(C)=O,0.153,120.0,4.86,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
821,O=C([O-])C.[K+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCCOC(C)=O,0.153,120.0,76.24,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
822,O=C([O-])C(C)(C)C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCCOC(C)=O,0.153,120.0,36.18,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
823,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CCCCOC(C)=O,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
824,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CCCCOC(C)=O,0.153,120.0,14.01,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
825,O=C([O-])C(C)(C)C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCCOC(C)=O,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
826,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCCOC(C)=O,0.153,120.0,4.33,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
827,O=C([O-])C(C)(C)C.[K+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCCOC(C)=O,0.153,120.0,48.91,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
828,O=C([O-])C.[Cs+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCCOC(C)=O,0.153,120.0,20.6,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
829,O=C([O-])C.[Cs+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CCCCOC(C)=O,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
830,O=C([O-])C.[Cs+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CCCCOC(C)=O,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
831,O=C([O-])C.[Cs+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCCOC(C)=O,0.153,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
832,O=C([O-])C.[Cs+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCCOC(C)=O,0.153,120.0,14.26,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
833,O=C([O-])C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCCOC(C)=O,0.153,120.0,6.23,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
834,O=C([O-])C(C)(C)C.[Cs+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCCOC(C)=O,0.153,120.0,25.67,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
